SGMA_SITE_ID,EWM_ID,INFO_SITE_ID,EXISTING_SITE_ID,SUSTAINABILITY_INDICATOR,START_DT,MEASUREMENT_TYPE,VALUE_DT,DATA_VALUE
,54014,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,83.32
,54014,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,79.25
,54014,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,76.54
,54014,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,75.7
,54387,,,Groundwater Levels,2020-01-29 14:29:12,Minimum Threshold,,8
,54387,,,Groundwater Levels,2020-01-29 14:29:12,5 Year Interim Milestone,2025-01-29 14:29:12,31.5
,54387,,,Groundwater Levels,2020-01-29 14:29:12,10 Year Interim Milestone,2030-01-29 14:29:12,31.5
,54387,,,Groundwater Levels,2020-01-29 14:29:12,15 Year Interim Milestone,2035-01-29 14:29:12,31.5
,54387,,,Groundwater Levels,2020-01-29 14:29:12,Measurable Objective,2040-01-29 14:29:12,31.5
,50970,,,Groundwater Levels,2020-01-31 16:30:14,Minimum Threshold,,315
,50970,,,Groundwater Levels,2020-01-31 16:30:14,5 Year Interim Milestone,2025-01-31 16:30:14,359
,50970,,,Groundwater Levels,2020-01-31 16:30:14,10 Year Interim Milestone,2030-01-31 16:30:14,368
,50970,,,Groundwater Levels,2020-01-31 16:30:14,15 Year Interim Milestone,2035-01-31 16:30:14,386
,50970,,,Groundwater Levels,2020-01-31 16:30:14,Measurable Objective,2040-01-31 16:30:14,425
,50969,,,Groundwater Levels,2020-01-31 16:30:14,Minimum Threshold,,435
,50969,,,Groundwater Levels,2020-01-31 16:30:14,5 Year Interim Milestone,2025-01-31 16:30:14,374
,50969,,,Groundwater Levels,2020-01-31 16:30:14,10 Year Interim Milestone,2030-01-31 16:30:14,379
,50969,,,Groundwater Levels,2020-01-31 16:30:14,15 Year Interim Milestone,2035-01-31 16:30:14,401
,50969,,,Groundwater Levels,2020-01-31 16:30:14,Measurable Objective,2040-01-31 16:30:14,310
,55176,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,-29.5
,55176,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,27.45
,55176,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,17.51
,55176,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,10.88
,55176,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,8.8
,15953,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-55
,15953,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,28.95
,15953,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,11.65
,15953,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,0.12
,15953,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-3.4
,19466,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-126.1
,19466,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,-61.19
,19466,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-75.16
,19466,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-84.47
,19466,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-87.4
,20451,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-35.5
,20451,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,45.44
,20451,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,31.24
,20451,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,21.78
,20451,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,18.8
,20986,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,40.2
,20986,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,108.3
,20986,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,98.92
,20986,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,92.67
,20986,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,90.7
,20444,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-78.6
,20444,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,2.09
,20444,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-12.01
,20444,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-21.41
,20444,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-24.4
,20284,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-93
,20284,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,-21.52
,20284,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-36.61
,20284,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-46.68
,20284,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-49.8
,34770,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,81.2
,34770,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,147.14
,34770,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,137.71
,34770,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,131.42
,34770,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,129.4
,35194,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-96
,35194,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,-25.69
,35194,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-37.96
,35194,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-46.14
,35194,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-48.7
,35319,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-23.4
,35319,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,51.54
,35319,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,34.08
,35319,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,22.45
,35319,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,18.8
,36304,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-145.2
,36304,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,-70.96
,36304,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-86.56
,36304,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-96.95
,36304,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-100.2
,16071,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-72.3
,16071,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,-5.38
,16071,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-19.69
,16071,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-29.23
,16071,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-32.2
,16201,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,16.9
,16201,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,76.29
,16201,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,63.29
,16201,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,54.63
,16201,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,51.9
,18249,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,38.9
,18249,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,102.28
,18249,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,91.21
,18249,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,83.84
,18249,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,81.5
,20966,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-59.7
,20966,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,16.4
,20966,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,3.11
,20966,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-5.74
,20966,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-8.5
,18248,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,38.3
,18248,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,102.77
,18248,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,91.5
,18248,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,84
,18248,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,81.6
,54388,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-61.8
,54388,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,-14.25
,54388,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-22.56
,54388,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-28.09
,54388,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-29.8
,54389,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-49.6
,54389,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,-17.36
,54389,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-22.46
,54389,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-25.86
,54389,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-26.9
,54390,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-81.4
,54390,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,-4.85
,54390,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-18.22
,54390,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-27.14
,54390,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-29.9
,48414,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-12.1
,48414,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,39.93
,48414,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,30.89
,48414,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,24.87
,48414,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,23
,54391,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-20.5
,54391,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,46.3
,54391,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,35.78
,54391,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,28.77
,54391,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,26.6
,48425,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-120.9
,48425,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,3.11
,48425,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-18.54
,48425,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-32.97
,48425,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-37.5
,48426,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,-74.3
,48426,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,-5.87
,48426,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,-17.83
,48426,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,-25.8
,48426,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,-28.3
,54372,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,172.6
,54372,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,191.77
,54372,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,188.43
,54372,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,186.19
,54372,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,185.5
,54373,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,133.1
,54373,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,169.1
,54373,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,162.82
,54373,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,158.63
,54373,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,157.3
,54374,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,176.7
,54374,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,200.36
,54374,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,196.22
,54374,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,193.46
,54374,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,192.6
,54375,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,134.8
,54375,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,177.31
,54375,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,169.88
,54375,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,164.93
,54375,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,163.4
,34827,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,263.2
,34827,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,295.31
,34827,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,289.71
,34827,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,285.97
,34827,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,284.8
,18378,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,320.8
,18378,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,330.17
,18378,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,329.64
,18378,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,329.29
,18378,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,329.2
,18383,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,364.8
,18383,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,393.48
,18383,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,390.14
,18383,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,387.91
,18383,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,387.2
,35950,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,426.4
,35950,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,449.58
,35950,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,445.73
,35950,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,443.17
,35950,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,442.4
,39896,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,86.1
,39896,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,145.89
,39896,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,145.35
,39896,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,144.99
,39896,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,144.9
,33693,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,36.6
,33693,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,93.69
,33693,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,91.58
,33693,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,90.18
,33693,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,89.7
,15679,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,156.5
,15679,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,188.51
,15679,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,187.65
,15679,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,187.08
,15679,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,186.9
,54376,,,Groundwater Levels,2020-01-28 00:00:00,Minimum Threshold,,99.5
,54376,,,Groundwater Levels,2020-01-28 00:00:00,5 Year Interim Milestone,2025-01-28 00:00:00,157.79
,54376,,,Groundwater Levels,2020-01-28 00:00:00,10 Year Interim Milestone,2030-01-28 00:00:00,157.79
,54376,,,Groundwater Levels,2020-01-28 00:00:00,15 Year Interim Milestone,2035-01-28 00:00:00,157.79
,54376,,,Groundwater Levels,2020-01-28 00:00:00,Measurable Objective,2040-01-28 00:00:00,157.8
,54377,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,141.7
,54377,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,173.65
,54377,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,168.07
,54377,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,164.35
,54377,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,163.2
,37674,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,137.8
,37674,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,169.33
,37674,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,165.19
,37674,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,162.43
,37674,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,161.6
,54378,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,143.7
,54378,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,169.85
,54378,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,165.29
,54378,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,162.25
,54378,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,161.3
,54379,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,143.6
,54379,,,Groundwater Levels,2020-01-28 12:21:01,5 Year Interim Milestone,2025-01-28 12:21:01,173.4
,54379,,,Groundwater Levels,2020-01-28 12:21:01,10 Year Interim Milestone,2030-01-28 12:21:01,168.19
,54379,,,Groundwater Levels,2020-01-28 12:21:01,15 Year Interim Milestone,2035-01-28 12:21:01,164.71
,54379,,,Groundwater Levels,2020-01-28 12:21:01,Measurable Objective,2040-01-28 12:21:01,163.6
,54380,,,Groundwater Levels,2020-01-28 12:21:01,Minimum Threshold,,105.1
